"Eddy_Viscosity","Omega","Points:0","Points:1","Points:2","Pressure","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2"
0.0020284906,276.95801,-0.036861379,0,-0.104,23.582071,0.47409853,0.022722799,-0.0004955976,8.9330177
0.0018694978,306.82922,-0.038492333,0,-0.104,23.588814,0.48406458,0.021141039,-0.00051535177,8.7897692
0.0017128,341.07687,-0.039960194,0,-0.104,23.59404,0.49299276,0.019596344,-0.00053764792,8.6463871
0.0015606445,380.40256,-0.041281268,0,-0.104,23.598026,0.50098997,0.018090736,-0.00056255556,8.5024757
0.0014146145,425.65842,-0.042470235,0,-0.104,23.601,0.50813711,0.016628191,-0.00058978156,8.3576221
0.0012757624,477.89188,-0.043540306,0,-0.104,23.603161,0.5144949,0.015213686,-0.00061880442,8.2113886
0.0011447282,538.40485,-0.044503368,0,-0.104,23.604671,0.52010727,0.013852361,-0.00064899144,8.0633001
0.0010218377,608.83392,-0.045370124,0,-0.104,23.605673,0.52500367,0.012548908,-0.00067969313,7.9128242
0.00090718374,691.26172,-0.046150204,0,-0.104,23.606276,0.52919942,0.011307172,-0.00071031152,7.7593508
0.00080068904,788.37469,-0.046852279,0,-0.104,23.606577,0.5326944,0.010129954,-0.00074033841,7.6021695
0.00070215628,903.69171,-0.047484145,0,-0.104,23.606649,0.53547066,0.0090189539,-0.0007693728,7.4404325
0.00061130646,1041.9027,-0.048052821,0,-0.104,23.606552,0.53748673,0.0079748407,-0.0007971212,7.273109
0.00052780809,1209.3866,-0.048564635,0,-0.104,23.606335,0.53866988,0.0069973748,-0.00082339108,7.0989213
0.00045130035,1415.0232,-0.049025264,0,-0.104,23.606033,0.53890324,0.0060855807,-0.00084807683,6.9162555
0.000381411,1671.5183,-0.049439833,0,-0.104,23.605679,0.53800452,0.0052379272,-0.00087115035,6.7230182
0.00031777151,1997.6469,-0.049812943,0,-0.104,23.605289,0.5356921,0.004452514,-0.00089265266,6.5164313
0.00026003091,2422.2375,-0.05014874,0,-0.104,23.604887,0.53152454,0.0037272591,-0.00091269438,6.2926908
0.00020787049,2991.6511,-0.050450962,0,-0.104,23.604483,0.52478981,0.0030600894,-0.00093147391,6.0463967
0.00016102243,3784.771,-0.050722957,0,-0.104,23.604086,0.51428944,0.0024491302,-0.00094939937,5.769556
0.00011929791,4945.5537,-0.050967757,0,-0.104,23.603706,0.49788541,0.0018929661,-0.00096809334,5.4497023
8.1990816e-05,6761.8931,-0.051188074,0,-0.104,23.603354,0.47099289,0.0013909857,-0.00098502345,5.0650749
4.9779002e-05,9864.834,-0.05138636,0,-0.104,23.603037,0.42320549,0.0009448324,-0.00099630014,4.5746584
2.4371262e-05,15800.9,-0.051564816,0,-0.104,23.602797,0.33196837,0.00055896729,-0.00099591492,3.9017041
6.2953791e-06,29495.746,-0.051725429,0,-0.104,23.60247,0.1566979,0.00025433424,-0.00089251285,2.9005659
2.353425e-07,85362.148,-0.051869981,0,-0.104,23.602478,0.016953034,3.0317777e-05,-0.00081010087,1.4884305
0.0021911038,250.18861,-0.025910316,0.024022808,-0.104,23.477016,0.46260694,0.015929699,0.0036371469,9.0882711
0.0022717665,237.99826,-0.026081907,0.022306895,-0.104,23.481287,0.45626706,0.016387653,0.0033544805,9.1598263
0.0023419897,227.83643,-0.026253499,0.02059098,-0.104,23.485395,0.45028737,0.016914777,0.0030728071,9.2236004
0.0024025515,219.35541,-0.02642509,0.018875064,-0.104,23.489319,0.44473639,0.017516416,0.0027917034,9.2802267
0.002454167,212.29103,-0.026596682,0.017159149,-0.104,23.493046,0.43966049,0.01819385,0.0025124487,9.3301659
0.0024975266,206.44014,-0.026768273,0.015443235,-0.104,23.496569,0.4350968,0.018949933,0.0022363234,9.3737698
0.0025332894,201.64525,-0.026939865,0.013727319,-0.104,23.499878,0.43107659,0.01978739,0.001965025,9.4113083
0.0025620819,197.78302,-0.027111456,0.012011404,-0.104,23.502964,0.4276256,0.020708546,0.0017004915,9.4429913
0.0025844923,194.75584,-0.027283048,0.01029549,-0.104,23.505823,0.42476371,0.021714926,0.001444546,9.4689827
0.0026010647,192.48566,-0.027454639,0.0085795745,-0.104,23.508442,0.42250434,0.022806872,0.0011988003,9.489418
0.0026122939,190.90981,-0.027626229,0.0068636597,-0.104,23.510845,0.42085445,0.023983639,0.00096230052,9.5044107
0.0026186265,189.97679,-0.027797822,0.0051477449,-0.104,23.512867,0.41981286,0.025240917,0.0007397373,9.5140619
0.0026204314,189.65027,-0.027969413,0.0034318299,-0.104,23.515402,0.41938019,0.026581965,0.00049425609,9.5184669
0.0026181252,189.8755,-0.028141005,0.0017159149,-0.104,23.514032,0.41950873,0.027950762,0.00038716671,9.5177164
1.6814339e-16,704755.69,-0.051928811,0.0027214736,-0.104,23.58902,1e-10,0,0,0
1.6844202e-16,703506.19,-0.051715214,0.0054354877,-0.104,23.592205,1e-10,0,0,0
1.6731893e-16,708228.31,-0.05135987,0.0081346035,-0.104,23.589512,1e-10,0,0,0
1.647905e-16,719094.88,-0.05086375,0.010811424,-0.104,23.586721,1e-10,0,0,0
1.6089701e-16,736496,-0.050228216,0.01345861,-0.104,23.582809,1e-10,0,0,0
1.5570251e-16,761066.75,-0.049455009,0.016068907,-0.104,23.578024,1e-10,0,0,0
1.4929451e-16,793733.12,-0.048546251,0.018635159,-0.104,23.572323,1e-10,0,0,0
1.4178357e-16,835780.88,-0.047504432,0.021150336,-0.104,23.565731,1e-10,0,0,0
1.3330288e-16,888953.06,-0.046332408,0.023607541,-0.104,23.558266,1e-10,0,0,0
1.2400756e-16,955586.94,-0.045033384,0.026000038,-0.104,23.549927,1e-10,0,0,0
1.1407404e-16,1038798.9,-0.043610934,0.02832127,-0.104,23.540781,1e-10,0,0,0
1.0369928e-16,1142727.4,-0.042068943,0.030564876,-0.104,23.530821,1e-10,0,0,0
9.309978e-17,1272827.9,-0.040411647,0.032724708,-0.104,23.520084,1e-10,0,0,0
8.251073e-17,1436176.9,-0.038643587,0.034794841,-0.104,23.508554,1e-10,0,0,0
0.0026359414,182.15198,0.028141005,0.0017159149,-0.104,22.976816,0.40518302,0.035758875,-0.00020561629,9.7108774
